title,culture/people,media/materials,object type,place,collection history,image
Bag,Meskwaki (Fox)  ,Twined,Bags/Pouches (and parts),Iowa; USA,"Items in this set were collected from several Meskwaki (Fox) individuals (Pe'-mi'-ta, Kwe'-ta-dji', Ke'-ke'-kwu'-mo'-ha, Me'c-ki'-gwe', Pe'-mi'-ka-wi'-kw, Me's-kwa-na-kwi', Chief Joe Tesson, Mr. and Mrs. Jim Scott, Me's-kwa-gu'n, A-yan-a-pi', Mu'-dji'-kwaw, Wa-ta-dji', Ne'-ka-pa, and Janie) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4127/578/010.700x700.jpg
Robe,Oglala Lakota (Oglala Sioux)  ,Painted,Clothing/Garments: Outerwear (flat),"Pine Ridge, Pine Ridge Reservation; Oglala Lakota County; South Dakota; USA","Formerly owned by Chief Young-Man-Afraid-of-His-Horses; acquired from him in 1880 by John W. Alder (1844-1919), an Indian agent at Pine Ridge between 1879 and 1885; purchased by George Heye/MAI from John Alder or his son Eugene C. Alder (1876-1955) circa 1920.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10163/384/T000522A.700x700.jpg
Strip/band,Anishinaabe (Chippewa/Ojibwa)  ,"Loom beadwork, sewn",Adornment/Jewelry,Wisconsin; USA,"Collected by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10104/663/046.700x700.jpg
Boy's leggings,Sac and Fox (Sauk & Fox)  ,"Sewn, ribbonwork appliqué, overlay beadwork",Clothing/Garments,Oklahoma; USA,"Collected from Mrs. Richard Duncan (Sac and Fox) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and Hope M. Fulbright (1879-1949), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4130/122/024.700x700.jpg
Mat needle,Meskwaki (Fox)  ,"Incised, stamped",Basketmaking and fiber-working tools,Iowa; USA,"Collected from Janie and Ca wa no' kwe (Meskwaki women) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4051/013/033.700x700.jpg
Wallpocket,Anishinaabe (Chippewa/Ojibwa)  ,"Dyed, quill embroidered, stitched",Made-for-Sale items and Souvenirs,Ontario; Canada,"Collected by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10220/381/250441_000_001_20130213_ps.700x700.jpg
Canoe paddle model/miniature,Anishinaabe (Chippewa/Ojibwa)  ,"Pyroengraved, carved",Watercraft and accessories,Ontario; Canada,"Collected by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10105/085/053.700x700.jpg
Moccasins,Sioux  ,Lazy/lane stitch beadwork,Clothing/Garments: Footwear,South Dakota; USA,"Collection history unknown; part of the collection of anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4071/289/053.700x700.jpg
Mat,Kickapoo [Oklahoma]  ,Plaited,Furnishings (Home),Oklahoma; USA,"Collected from Pi-ne-so (Oklahoma Kickapoo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and Hope M. Fulbright (1879-1949), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4132/604/032.700x700.jpg
Bracelet,Sac and Fox (Sauk & Fox)  ,"Hammered, stamped, perforated, riveted, soldered",Adornment/Jewelry,Oklahoma; USA,"Items in this set were collected from several Sac and Fox individuals (Chief McKosito [Ma ko sa to], Joe Carter, and Co-kwi-wu) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and Hope M. Fulbright (1879-1949), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10058/856/036.700x700.jpg
Box with cover,Anishinaabe (Chippewa/Ojibwa)  ,"Quill embroidered, stitched",Made-for-Sale items and Souvenirs,Ontario; Canada (inferred),"Collected by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10104/317/022.700x700.jpg
Bow and arrow,probably Jicarilla Apache (attributed)  ,"Carved, wrapped",Hunting/Fishing/Warfare,Southern Plains; USA (inferred),"Collected by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/262/837/031.700x700.none.jpg
Bracelet,Meskwaki (Fox)  ,"Hammered, stamped, soldered, riveted",Adornment/Jewelry,Iowa; USA,"Items in this set were collected from several Meskwaki individuals (Ka-ki'-no-kwa-ha, Me'c-ki'-gwe', Sas-kwi'-kwi') in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10052/283/017.700x700.jpg
Bag,Meskwaki (Fox)  ,Twined,Bags/Pouches (and parts),Iowa; USA,"Items in this set were collected from several Meskwaki (Fox) individuals (Pe'-mi'-ta, Kwe'-ta-dji', Ke'-ke'-kwu'-mo'-ha, Me'c-ki'-gwe', Pe'-mi'-ka-wi'-kw, Me's-kwa-na-kwi', Chief Joe Tesson, Mr. and Mrs. Jim Scott, Me's-kwa-gu'n, A-yan-a-pi', Mu'-dji'-kwaw, Wa-ta-dji', Ne'-ka-pa, and Janie) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4127/574/006.700x700.jpg
Child's moccasins,Sioux  ,Lazy/lane stitch beadwork,Clothing/Garments: Footwear,South Dakota; USA,"Collection history unknown; part of the collection of anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4071/420/007.700x700.jpg
Moccasins,Dakota (Eastern Sioux)  ,"Overlay beadwork , painted",Clothing/Garments: Footwear,Eastern Plains; USA (inferred),"Possibly collected by Guy Roosevelt Beardslee (1856-1939) in 1880 when he was stationed in Nebraska with the US Army Infantry and given by Guy Beardslee to anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1914; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4092/263/044.700x700.jpg
Roach,Wichita  ,"Dyed, wrapped",Clothing/Garments: Headwear and Headdresses,Oklahoma; USA,"Formerly owned by Stanley Punley (Wichita); purchased by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 from the Oklahoma Indian Store (Anadarko, Oklahoma), operated by Jake Tingley (1880-1965), during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4083/072/001.700x700.jpg
Mat,Meskwaki (Fox)  ,"Plaited, twill-plaited",Furnishings (Home),Iowa; USA,"Collected from Pe'-mi'-ta or Wi'-hu'k' ( Meskwaki women) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4127/169/029.700x700.jpg
title,culture/people,media/materials,object type,place,collection history,image
Bow and arrow,probably Nuwuvi (Southern Paiute) (attributed)  ,"Carved, wrapped, painted",Hunting/Fishing/Warfare,California; USA,"Collection history unknown; part of the collection of anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) before 1915; inherited by his widow, Marie Walsh Harrington (1907-1986); purchased by MAI from Marie Harrington in 1981.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4123/011/005.700x700.jpg
Rattle,Kaibab Paiute  ,Strung,Music and Sound,Arizona; USA,"Collected by artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) at an unknown date; presented by Frederick Dellenbaugh to George Heye circa 1911.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10076/831/027.700x700.jpg
Strip/band,probably Weminuche Ute (attributed)  ,Gourd stitch/Brick stitch/Netted beadwork,Adornment/Jewelry,Navajo Springs; Ute Mountain Ute Reservation; Montezuma County; Colorado; USA,Collected by George Hubbard Pepper (1873-1924) at an unknown date; acquired by George Heye circa 1911.,https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4140/741/008.700x700.jpg
Seed beater,Kaibab Paiute  ,Twined,Food Gathering and Preparation,Arizona; USA,"Collected by Almon Harris Thompson (1839-1906) in 1875 during a trip to retrace the route of the 1871-1872 Colorado River expedition led by Major John Wesley Powell (1834-1902); given or transferred by A.H. Thompson to artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) at an unknown date; presented by Frederick Dellenbaugh to George Heye circa 1911.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4139/380/010.700x700.jpg
Knife,Kaibab Paiute  ,Carved,Tools and Equipment (General),Northwestern Arizona; Arizona; USA,"Collected by artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) in 1875 during a trip to retrace the route of the 1871-1872 Colorado River expedition led by Major John Wesley Powell (1834-1902); presented by Frederick Dellenbaugh to George Heye circa 1911.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10076/820/016.700x700.jpg
Cup/Mug,Shoshone  ,"Incised, painted",Food/Beverage Serving,Great Basin region; USA (inferred),"Collection history unknown; purchased by MAI from Stamford, Connecticut, antique dealers Rockwell Gardiner (1911-1986) and his wife Avis Gardiner (1907-1998) in 1954.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4130/364/062.700x700.jpg
Basket bowl,Kaibab Paiute  ,Coiled,Containers and Vessels,Northwestern Arizona; Arizona; USA,"Collected by artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) in 1874; presented by Frederick Dellenbaugh to George Heye circa 1911.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4143/368/043.700x700.jpg
Moccasins,probably Ute (attributed)  ,"Sewn, appliquéd, lazy/lane stitch beadwork, painted",Clothing/Garments: Footwear,Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4140/743/010.700x700.jpg
Tobacco bag,probably Ute (attributed)  ,"Lazy/lane stitch beadwork , painted",Pipes and Smoking,Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4046/384/072.700x700.jpg
Belt bag,probably Ute (attributed)  ,"Lazy/lane stitch beadwork, stitched",Bags/Pouches (and parts),Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4046/341/029.700x700.jpg
Man's coat/jacket,Ute  ,Sewn,Clothing/Garments,Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1916; purchased by MAI from W.O. Oldman in 1916 using funds donated by Thea (Mrs. George) Heye.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/4141/927/010.700x700.jpg
Bowl,probably Sheep Eater Shoshone (archaeological) (attributed)  ,Carved,Containers and Vessels,Near south fork of Shoshone River; Greybull River; Park County; Wyoming; USA,"Collection history unknown; formerly in the collection of Marion Eppley (1883-1960, a US Navy captain during World Wars I and II and founder of the Eppley Laboratory of Newport, Rhode Island, makers of precision scientific instruments); acquired by MAI through an exchange with Marion Eppley in 1933.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/10000/119/090.700x700.jpg
Basket (No image available),Nuwuvi (Southern Paiute)  ,Coiled,Ceremonial/Ritual items,"Taos Pueblo, Taos Reservation; Taos County; New Mexico; USA","Collection history unknown, but said to have been collected in 196; acquired by Mrs. A. Lantz (of Mamaroneck, New York) in Taos, New Mexico, circa 1920; donated to MAI by Mrs. Lantz in 1963.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/6/925/233166.700x700.jpg
Basket (No image available),Chemehuevi  ,Twined,Containers and Vessels,Southern California; California; USA (inferred),"Collection history unknown; formerly in the collection of Margaret Olivia Slocum Sage (1828-1918, widow of New York City financier Russell Sage); donated to MAI by Mrs. Sage in 1916.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/205/634/048784.700x700.jpg
Gauntlet gloves (No image available),Kaibab Paiute  ,"Sewn, overlay beadwork",Clothing/Garments: Handwear,"Kaibab Paiute Reservation; Coconino County, Mohave County; Arizona; USA","Collected or purchased from local residents in 1920 during the T. Coleman du Pont Utah and Arizona Expedition, led by Jesse L. Nusbaum (1887-1975, MAI staff member) and funded by T. Coleman du Pont (1863-1930, a businessman and U.S. senator from Delaware).",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/158/459/103237.700x700.jpg
Saddle ornament (No image available),Northern Shoshone  ,"Sewn, overlay beadwork, lazy/lane stitch beadwork",Animal Tack and Animal Husbandry,"Fort Hall Reservation; Bannock County, Bingham County, Caribou County, Power County; Idaho; USA","Collection history unknown; purchased by anthropologist William (Willem) Wildschut (1883-1955) in 1924 from the Cook Drug Store and Indian Curio Shop (Pocatello, Idaho) during fieldwork sponsored by MAI.",https://ids.si.edu/ids/deliveryService?&id=https://americanindian.si.edu/webmultimedia/126/858/131475.700x700.jpg
